,DocID,Dialogue,Model,Summary,SubObjE,ProE,NegE,ParE,HalE,OtherE,w/ Error
10,13680757,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.",human_ref,"Greg and Betsy have a lot of work today, so they cannot pick up Johnny from the kindergarten. However, it's Greg's turn to do it. Greg will try to find a solution.",no,no,no,no,no,no,no
11,13680757,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.",bart_large,Greg needs to stay after hours and asks Betsy to pick up Johnny. She can't do it as she has to work long hours.,no,no,no,no,no,no,no
12,13680757,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.",mv-bart_large,Greg needs to stay after hours and will pick up Johnny. Betsy can't pick him up as she has to work long hours.,no,no,yes,yes,no,no,yes
13,13680757,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.",co-ref bart large,"Greg needs to stay after hours to pick Johnny up. Betsy can't pick him up, because she is in the kindergarten on Tuesdays. Greg will see what he can do.",no,no,yes,yes,no,no,yes
14,13680757,"Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I'm sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can't?
Greg: Betsy?
Betsy: What if I can't?
Greg: Can't you, really?
Betsy: I can't. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I'll see what I can do.
Betsy: You'd better think of something.
Greg: Oh. Just stop it now.",condigsum bart large,"Greg needs to stay after hours, so he can't pick up Johnny. Betsy can't do it, because she has to work long hours.",no,no,no,no,no,no,no
15,13681171,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it's great to hear that
Tanya: i was worried",human_ref,"Rosie is better, but still not well.",no,no,no,no,no,no,no
16,13681171,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it's great to hear that
Tanya: i was worried",bart_large,"Rosie is better today, but not good.",no,no,no,no,no,no,no
17,13681171,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it's great to hear that
Tanya: i was worried",mv-bart_large,"Rosie is feeling better today, but still not good.",no,no,no,no,no,no,no
18,13681171,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it's great to hear that
Tanya: i was worried",co-ref bart large,"Rosie is better today, but still not good. Tanya was worried about her.",no,no,no,no,no,no,no
19,13681171,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it's great to hear that
Tanya: i was worried",condigsum bart large,"Rosie is better today, but still not good.",no,no,no,no,no,no,no
20,13682408,"Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn't know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great",human_ref,Jenkin has been reading about spirit animals and he was drawn to a dolphin. Sophie would choose a fox. Jenkin will bring pack of cards with spirit animals to Sophie tomorrow.,no,no,no,no,no,no,no
21,13682408,"Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn't know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great",bart_large,Sophie's spirit animal is a dolphin. Jenkin will bring Sophie a pack of cards tomorrow.,yes,no,no,yes,no,no,yes
22,13682408,"Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn't know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great",mv-bart_large,Sophie's spirit animal is a fox. Jenkin is a dolphin. He will bring the cards tomorrow.,no,no,no,no,no,no,no
23,13682408,"Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn't know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great",co-ref bart large,Jenkin is a dolphin. Sophie is a fox. Jenkin will bring her a pack of cards tomorrow.,yes,no,no,yes,no,no,yes
24,13682408,"Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn't know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great",condigsum bart large,Jenkin is a dolphin. Jenkin will bring Sophie her spirit animal cards tomorrow.,yes,no,no,yes,no,no,yes
25,13716777,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>",human_ref,"Ethan, Toby and Marshall are making fun of Scott.",no,no,no,no,no,no,no
26,13716777,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>",bart_large,Marshall and Ethan make fun of Scott.,yes,no,no,no,no,no,yes
27,13716777,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>",mv-bart_large,"Ethan, Toby, Marshall and Scott are making fun of Scott.",yes,no,no,no,no,no,yes
28,13716777,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>",co-ref bart large,"Ethan, Toby and Marshall are making fun of Scott.",no,no,no,no,no,no,no
29,13716777,"Ethan: somethin for Scott <file_photo>
Toby: haha, totally
Marshall: pretty much sums it up
Scott: you know you're exactly fuckin the same
Toby: oh we know honey bunny
Marshall: we just enjoy making fun of YOU
Ethan: xD
Scott: oh fuck y'all
Toby: <file_gif>",condigsum bart large,"Ethan, Toby and Marshall are making fun of Scott.",no,no,no,no,no,no,no
30,13730863,"Taylor: Tomorrow, 8 PM, my house
Harry: Lol, whats up?
Taylor: My parents are away, 10 people confirmed already :D
Harry: Im sooo in
Taylor: You better, youd miss the party of the year!",human_ref,Harry will go to Taylors party tomorrow at 8pm.,no,no,no,no,no,no,no
31,13730863,"Taylor: Tomorrow, 8 PM, my house
Harry: Lol, whats up?
Taylor: My parents are away, 10 people confirmed already :D
Harry: Im sooo in
Taylor: You better, youd miss the party of the year!",bart_large,Taylor is throwing a party at his house tomorrow at 8 PM. 10 people confirmed.,no,no,no,no,no,no,no
32,13730863,"Taylor: Tomorrow, 8 PM, my house
Harry: Lol, whats up?
Taylor: My parents are away, 10 people confirmed already :D
Harry: Im sooo in
Taylor: You better, youd miss the party of the year!",mv-bart_large,Taylor is throwing a party tomorrow at 8 p.m. at his house. His parents are away. 10 people have already confirmed.,no,no,no,no,no,no,no
33,13730863,"Taylor: Tomorrow, 8 PM, my house
Harry: Lol, whats up?
Taylor: My parents are away, 10 people confirmed already :D
Harry: Im sooo in
Taylor: You better, youd miss the party of the year!",co-ref bart large,Taylor is throwing a party tomorrow at 8 PM at his house. Harry is in.,no,no,no,no,no,no,no
34,13730863,"Taylor: Tomorrow, 8 PM, my house
Harry: Lol, whats up?
Taylor: My parents are away, 10 people confirmed already :D
Harry: Im sooo in
Taylor: You better, youd miss the party of the year!",condigsum bart large,Taylor is throwing a party tomorrow at 8 PM at his house. His parents are away.,no,no,no,no,no,no,no
35,13680873,"Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking",human_ref,Aaron has a stopover in Cairo. He can pay a short visit to the city between flights provided that he is careful.,no,no,no,no,no,no,no
36,13680873,"Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking",bart_large,Aaron has a connecting flight to Cairo and might leave the airport for a few hours.,no,no,no,no,no,no,no
37,13680873,"Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking",mv-bart_large,Aaron has a connecting flight in Cairo and he might leave the airport for a few hours to pass the time.,no,no,no,no,no,no,no
38,13680873,"Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking",co-ref bart large,Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time. Adam hasn't been to Egypt.,no,no,no,no,no,no,no
39,13680873,"Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking",condigsum bart large,Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.,no,no,no,no,no,no,no
40,13821297,"Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)",human_ref,Barbara and Eva described their dietary requirements in the website given by Ella.,no,no,no,no,no,no,no
41,13821297,"Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)",bart_large,Ella needs the information for the catering company.,no,no,no,no,no,no,no
42,13821297,"Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)",mv-bart_large,Ella asks her family to send her a link with dietary requirements for the catering company.,yes,no,no,yes,no,no,yes
43,13821297,"Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)",co-ref bart large,Ella needs information for the catering company. Eva and Barbara are coming.,no,no,no,no,no,no,no
44,13821297,"Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)",condigsum bart large,Ella asks her family to confirm that they are coming and if they have any dietary requirements for the catering company.,no,no,no,no,no,no,no
45,13828281,"Jacob: Hey, guess what, top management is coming from France next week.
Alex: Hey, again? They just announced it?
Jacob: Yeah, we got an invitation via Outlook to the meeting.
Jacob: And mandatory formal dress code required.
Alex: OMG, I wonder what they're goin to announce this time.
Jacob: The usual, cost savings, lean office, lack of salary reviews...
Jacob: You know how it is, their visits never result in anything positive.
Alex: That's true, changes for the worse.",human_ref,Top management of the company where Jacob and Alex work is coming from France next week. Jacob got an invitation to the meeting with them via Outlook. Formal dress code is required.,no,no,no,no,no,no,no
46,13828281,"Jacob: Hey, guess what, top management is coming from France next week.
Alex: Hey, again? They just announced it?
Jacob: Yeah, we got an invitation via Outlook to the meeting.
Jacob: And mandatory formal dress code required.
Alex: OMG, I wonder what they're goin to announce this time.
Jacob: The usual, cost savings, lean office, lack of salary reviews...
Jacob: You know how it is, their visits never result in anything positive.
Alex: That's true, changes for the worse.",bart_large,The top management is coming from France next week. Jacob and Alex got an invitation via Outlook to the meeting. There will be a formal dress code required.,yes,no,no,no,no,no,yes
47,13828281,"Jacob: Hey, guess what, top management is coming from France next week.
Alex: Hey, again? They just announced it?
Jacob: Yeah, we got an invitation via Outlook to the meeting.
Jacob: And mandatory formal dress code required.
Alex: OMG, I wonder what they're goin to announce this time.
Jacob: The usual, cost savings, lean office, lack of salary reviews...
Jacob: You know how it is, their visits never result in anything positive.
Alex: That's true, changes for the worse.",mv-bart_large,The top management is coming from France next week. Jacob and Alex got an invitation via Outlook to the meeting.,yes,no,no,no,no,no,yes
48,13828281,"Jacob: Hey, guess what, top management is coming from France next week.
Alex: Hey, again? They just announced it?
Jacob: Yeah, we got an invitation via Outlook to the meeting.
Jacob: And mandatory formal dress code required.
Alex: OMG, I wonder what they're goin to announce this time.
Jacob: The usual, cost savings, lean office, lack of salary reviews...
Jacob: You know how it is, their visits never result in anything positive.
Alex: That's true, changes for the worse.",co-ref bart large,Jacob and Alex got an invitation via Outlook to the meeting where the top management is coming from France next week.,yes,no,no,no,no,no,yes
49,13828281,"Jacob: Hey, guess what, top management is coming from France next week.
Alex: Hey, again? They just announced it?
Jacob: Yeah, we got an invitation via Outlook to the meeting.
Jacob: And mandatory formal dress code required.
Alex: OMG, I wonder what they're goin to announce this time.
Jacob: The usual, cost savings, lean office, lack of salary reviews...
Jacob: You know how it is, their visits never result in anything positive.
Alex: That's true, changes for the worse.",condigsum bart large,The top management is coming from France next week. Jacob and Alex got an invitation via Outlook to the meeting. There will be a formal dress code.,yes,no,no,no,no,no,yes
50,13680782,"Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it's going to rain
Boris:  I'm not home right now
Boris: I'll tell Brian to take care of that
Maya: Fine, thanks",human_ref,"Maya wants Boris to bring clothes that are hanging outside. Brian will do that, because Boris isn't at home now.",no,no,yes,yes,no,no,yes
51,13680782,"Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it's going to rain
Boris:  I'm not home right now
Boris: I'll tell Brian to take care of that
Maya: Fine, thanks",bart_large,Boris will take care of the clothes that are hanging outside.,no,no,no,no,no,no,no
52,13680782,"Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it's going to rain
Boris:  I'm not home right now
Boris: I'll tell Brian to take care of that
Maya: Fine, thanks",mv-bart_large,Maya wants Boris to bring home the clothes that are hanging outside. Boris will tell Brian to take care of it.,no,no,no,no,no,no,no
53,13680782,"Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it's going to rain
Boris:  I'm not home right now
Boris: I'll tell Brian to take care of that
Maya: Fine, thanks",co-ref bart large,Boris will tell Brian to bring home the clothes that are hanging outside.,no,no,no,no,no,no,no
54,13680782,"Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it's going to rain
Boris:  I'm not home right now
Boris: I'll tell Brian to take care of that
Maya: Fine, thanks",condigsum bart large,Maya wants Boris to bring home the clothes that are hanging outside. Boris will tell Brian to take care of it.,no,no,no,no,no,no,no
55,13865301,"Marsha: Guys, we've planned the trip with John last night as we promised
Cynthia: great, thank you for that
Marsha: but of course you have to agree on that
Mohammad: sure, but I really trust you
Gavin: me too
Marsha: so as we decided last time, we will spend a week just on the beach 
Marsha: we all wanted some calm, nice place, right?
Gavin: yes!!! 
Marsha: John found this little hotel in Nosy Be
Marsha: <file_photo>
Marsha: and their website: <file_other>
Marsha: it's quite basic the website, but it may actually be a good sign
Gavin: I love it!
Cynthia: it seems just perfect
Marsha: I know
Marsha: it's more expensive than hotels on the mainland
Marsha: but it seems to be the most beautiful place in Madagascar
Mohammad: so let's go there, it's still cheaper than Italy for example
Marsha: exactly!",human_ref,"Marsha and John planned the trip. They will spend a week on the beach with Cynthia, Mohammad and Gavin. They will all stay in a hotel in Nosy Be.",no,no,no,no,no,no,no
56,13865301,"Marsha: Guys, we've planned the trip with John last night as we promised
Cynthia: great, thank you for that
Marsha: but of course you have to agree on that
Mohammad: sure, but I really trust you
Gavin: me too
Marsha: so as we decided last time, we will spend a week just on the beach 
Marsha: we all wanted some calm, nice place, right?
Gavin: yes!!! 
Marsha: John found this little hotel in Nosy Be
Marsha: <file_photo>
Marsha: and their website: <file_other>
Marsha: it's quite basic the website, but it may actually be a good sign
Gavin: I love it!
Cynthia: it seems just perfect
Marsha: I know
Marsha: it's more expensive than hotels on the mainland
Marsha: but it seems to be the most beautiful place in Madagascar
Mohammad: so let's go there, it's still cheaper than Italy for example
Marsha: exactly!",bart_large,"Marsha, Cynthia, Mohammad and Gavin are going to Madagascar. They will spend a week on the beach. John found a hotel in Nosy Be.",yes,no,no,no,no,no,yes
57,13865301,"Marsha: Guys, we've planned the trip with John last night as we promised
Cynthia: great, thank you for that
Marsha: but of course you have to agree on that
Mohammad: sure, but I really trust you
Gavin: me too
Marsha: so as we decided last time, we will spend a week just on the beach 
Marsha: we all wanted some calm, nice place, right?
Gavin: yes!!! 
Marsha: John found this little hotel in Nosy Be
Marsha: <file_photo>
Marsha: and their website: <file_other>
Marsha: it's quite basic the website, but it may actually be a good sign
Gavin: I love it!
Cynthia: it seems just perfect
Marsha: I know
Marsha: it's more expensive than hotels on the mainland
Marsha: but it seems to be the most beautiful place in Madagascar
Mohammad: so let's go there, it's still cheaper than Italy for example
Marsha: exactly!",mv-bart_large,"Marsha, John, Cynthia, Mohammad and Gavin are going to Nosy Be, Madagascar for a week on the beach. They will stay in a little hotel.",no,no,no,no,no,no,no
58,13865301,"Marsha: Guys, we've planned the trip with John last night as we promised
Cynthia: great, thank you for that
Marsha: but of course you have to agree on that
Mohammad: sure, but I really trust you
Gavin: me too
Marsha: so as we decided last time, we will spend a week just on the beach 
Marsha: we all wanted some calm, nice place, right?
Gavin: yes!!! 
Marsha: John found this little hotel in Nosy Be
Marsha: <file_photo>
Marsha: and their website: <file_other>
Marsha: it's quite basic the website, but it may actually be a good sign
Gavin: I love it!
Cynthia: it seems just perfect
Marsha: I know
Marsha: it's more expensive than hotels on the mainland
Marsha: but it seems to be the most beautiful place in Madagascar
Mohammad: so let's go there, it's still cheaper than Italy for example
Marsha: exactly!",co-ref bart large,"Marsha, John, Gavin and Mohammad are going on a trip to Madagascar. They will spend a week on the beach. John found a little hotel in Nosy Be.",yes,no,no,no,no,no,yes
59,13865301,"Marsha: Guys, we've planned the trip with John last night as we promised
Cynthia: great, thank you for that
Marsha: but of course you have to agree on that
Mohammad: sure, but I really trust you
Gavin: me too
Marsha: so as we decided last time, we will spend a week just on the beach 
Marsha: we all wanted some calm, nice place, right?
Gavin: yes!!! 
Marsha: John found this little hotel in Nosy Be
Marsha: <file_photo>
Marsha: and their website: <file_other>
Marsha: it's quite basic the website, but it may actually be a good sign
Gavin: I love it!
Cynthia: it seems just perfect
Marsha: I know
Marsha: it's more expensive than hotels on the mainland
Marsha: but it seems to be the most beautiful place in Madagascar
Mohammad: so let's go there, it's still cheaper than Italy for example
Marsha: exactly!",condigsum bart large,"Marsha, Cynthia, Mohammad, Gavin and John are going on a trip to Madagascar. They will spend a week on the beach in Nosy Be hotel.",no,no,no,yes,no,no,yes
